rt,response,trial_type,trial_index,time_elapsed,internal_node_id,condition,correct,stimulus,success,timeout,failed_images,failed_audio,failed_video,question_order,accuracy,participant_id,ctime
9772,"{""Q0"":""Elizabeth""}",survey-text,0,9782,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-nai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1c5727db-fdf1-43c7-82de-4e7ee4ce753a,2025-11-17 14:43:10 CET
1046,0,html-button-response,1,10830,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-nai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,1c5727db-fdf1-43c7-82de-4e7ee4ce753a,2025-11-17 14:43:10 CET
NA,NA,preload,2,12573,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-nai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,1c5727db-fdf1-43c7-82de-4e7ee4ce753a,2025-11-17 14:43:10 CET
6183,0,html-button-response,3,18757,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-nai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,1c5727db-fdf1-43c7-82de-4e7ee4ce753a,2025-11-17 14:43:10 CET
77198.90000000596,"{""stimFIRST"":73,""stimSECOND"":100}",multiple-slider,4,95958,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-nai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,1c5727db-fdf1-43c7-82de-4e7ee4ce753a,2025-11-17 14:43:10 CET
14873,"{""P0_Q0"":null,""age"":""41"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,5,110863,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who lives five blocks away from work, biked to work <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop biking to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""qud"":""nai"",""prior"":""higher"",""content"":""bike"",""image"":""bike-stop-nai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],1c5727db-fdf1-43c7-82de-4e7ee4ce753a,2025-11-17 14:43:10 CET
36116,"{""Q0"":""Elizabeth""}",survey-text,0,36128,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-nai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,4e0f2220-8078-4813-852c-42b1200a9be3,2025-11-17 14:44:09 CET
1534,0,html-button-response,1,37663,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-nai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,4e0f2220-8078-4813-852c-42b1200a9be3,2025-11-17 14:44:09 CET
NA,NA,preload,2,40111,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-nai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,4e0f2220-8078-4813-852c-42b1200a9be3,2025-11-17 14:44:09 CET
6871,0,html-button-response,3,46983,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who volunteered at the pet shelter after they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is allergic to cats and dogs, volunteered at the pet shelter <b>AFTER</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop volunteering at the pet shelter when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter after he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley volunteered at the pet shelter before he got promoted?"",""qud"":""nai"",""prior"":""lower"",""content"":""petshelter"",""image"":""petshelter-stop-nai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,4e0f2220-8078-4813-852c-42b1200a9be3,2025-11-17 14:44:09 CET
